Origen,Destino,Empresa,Tarifa,Tipo de Servicio
VILLA DEL LAGO,SAN LORENZO,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
VILLA DEL LAGO,SANTA ROSA,EMPRESA SARMIENTO SRL,30643.16812199338,REGULAR
VILLA DEL LAGO,T. CAÑADA,EMPRESA SARMIENTO SRL,18181.61308571608,REGULAR
VILLA DEL LAGO,TANINGA,EMPRESA SARMIENTO SRL,22063.08104783524,REGULAR
VILLA DEL LAGO,TANTI,EMPRESA SARMIENTO SRL,2451.4534497594705,REGULAR
VILLA DEL LAGO,V POCHO,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
VILLA DEL LAGO,V. GARCIA,EMPRESA SARMIENTO SRL,2451.4534497594705,REGULAR
VILLA DEL LAGO,V. VISO,EMPRESA SARMIENTO SRL,23288.807772714976,REGULAR
VILLA DEL LAGO,VILLA DOLORES,EMPRESA SARMIENTO SRL,37384.66510883193,REGULAR
VILLA DEL LAGO,VILLA MUÑOZ,EMPRESA SARMIENTO SRL,2451.4534497594705,REGULAR
VILLA MUÑOZ,A GRANDE,EMPRESA SARMIENTO SRL,23493.09556019493,REGULAR
VILLA MUÑOZ,A. MALDONADO,EMPRESA SARMIENTO SRL,3268.604599679294,REGULAR
VILLA MUÑOZ,A. MURUA,EMPRESA SARMIENTO SRL,15321.58406099669,REGULAR
VILLA MUÑOZ,A. PATOS,EMPRESA SARMIENTO SRL,29417.441397113646,REGULAR
VILLA MUÑOZ,AMBUL,EMPRESA SARMIENTO SRL,23288.807772714976,REGULAR
VILLA MUÑOZ,B VISTA,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
VILLA MUÑOZ,B. CORRALES,EMPRESA SARMIENTO SRL,22063.08104783524,REGULAR
VILLA MUÑOZ,B. OCANTO,EMPRESA SARMIENTO SRL,17773.037510756163,REGULAR
VILLA MUÑOZ,BROCHERO,EMPRESA SARMIENTO SRL,27987.42688475396,REGULAR
VILLA MUÑOZ,C HONDA,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
VILLA MUÑOZ,C. NEVADA,EMPRESA SARMIENTO SRL,12665.842823757264,REGULAR
VILLA MUÑOZ,CAMIZAL,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
VILLA MUÑOZ,CANDELARIA,EMPRESA SARMIENTO SRL,12665.842823757264,REGULAR
VILLA MUÑOZ,CHACRAS,EMPRESA SARMIENTO SRL,32686.04599679295,REGULAR
VILLA MUÑOZ,CHAMICO,EMPRESA SARMIENTO SRL,21450.217685395368,REGULAR
VILLA MUÑOZ,CIENAGA,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
VILLA MUÑOZ,DOS RIOS,EMPRESA SARMIENTO SRL,14095.85733611696,REGULAR
VILLA MUÑOZ,E POCHO,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
VILLA MUÑOZ,E. FARO,EMPRESA SARMIENTO SRL,26557.41237239427,REGULAR
VILLA MUÑOZ,E. PANTANILLO,EMPRESA SARMIENTO SRL,31460.319271913202,REGULAR
VILLA MUÑOZ,E. SAN LUIS,EMPRESA SARMIENTO SRL,10622.964948957704,REGULAR
VILLA MUÑOZ,EL AZUL,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
VILLA MUÑOZ,EL BAÑADO,EMPRESA SARMIENTO SRL,22063.08104783524,REGULAR
VILLA MUÑOZ,EL DURAZNO,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
VILLA MUÑOZ,EL MIRADOR,EMPRESA SARMIENTO SRL,24514.534497594712,REGULAR
VILLA MUÑOZ,EL VALLE,EMPRESA SARMIENTO SRL,34524.63608411254,REGULAR
VILLA MUÑOZ,L. AZULEJOS,EMPRESA SARMIENTO SRL,27170.275734834137,REGULAR
VILLA MUÑOZ,L. HORNILLOS,EMPRESA SARMIENTO SRL,32481.758209312986,REGULAR
VILLA MUÑOZ,L. POZOS,EMPRESA SARMIENTO SRL,32481.758209312986,REGULAR
VILLA MUÑOZ,LA TABLADA,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
VILLA MUÑOZ,LAS PALMAS,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
VILLA MUÑOZ,LAS RABONAS,EMPRESA SARMIENTO SRL,31256.031484433253,REGULAR
VILLA MUÑOZ,LAS ROSAS,EMPRESA SARMIENTO SRL,33911.77272167268,REGULAR
VILLA MUÑOZ,LAS TAPIAS,EMPRESA SARMIENTO SRL,34524.63608411254,REGULAR
VILLA MUÑOZ,LOS GIGANTES,EMPRESA SARMIENTO SRL,8171.511499198237,REGULAR
VILLA MUÑOZ,LOS PINOS,EMPRESA SARMIENTO SRL,5107.194686998898,REGULAR
VILLA MUÑOZ,MARAVILLAS,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
VILLA MUÑOZ,MATADEROS,EMPRESA SARMIENTO SRL,6537.209199358588,REGULAR
VILLA MUÑOZ,MINA CLAVERO,EMPRESA SARMIENTO SRL,28396.002459713873,REGULAR
VILLA MUÑOZ,MOGIGASTA,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
VILLA MUÑOZ,MUSSI,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
VILLA MUÑOZ,NONO,EMPRESA SARMIENTO SRL,29826.016972073554,REGULAR
VILLA MUÑOZ,P. DE MAYO,EMPRESA SARMIENTO SRL,19203.05202311585,REGULAR
VILLA MUÑOZ,PACHANGO,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
VILLA MUÑOZ,PANAHOLMA,EMPRESA SARMIENTO SRL,25331.68564751453,REGULAR
VILLA MUÑOZ,Q. DE CIEGO,EMPRESA SARMIENTO SRL,32073.182634353085,REGULAR
VILLA MUÑOZ,R. ALEGRE,EMPRESA SARMIENTO SRL,3268.604599679294,REGULAR
VILLA MUÑOZ,R. YUSPE,EMPRESA SARMIENTO SRL,9397.238224077972,REGULAR
VILLA MUÑOZ,RIO GUASTA,EMPRESA SARMIENTO SRL,12870.130611237222,REGULAR
VILLA MUÑOZ,S TERESITA,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
VILLA MUÑOZ,S. FAMILIA,EMPRESA SARMIENTO SRL,17773.037510756163,REGULAR
VILLA MUÑOZ,S. HUBERTO,EMPRESA SARMIENTO SRL,30643.16812199338,REGULAR
VILLA MUÑOZ,S. JERONIMO,EMPRESA SARMIENTO SRL,25127.397860034573,REGULAR
VILLA MUÑOZ,SALSACATE,EMPRESA SARMIENTO SRL,19407.33981059581,REGULAR
VILLA MUÑOZ,SAN JERONIMO,EMPRESA SARMIENTO SRL,14504.432911076869,REGULAR
VILLA MUÑOZ,SAN LORENZO,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
VILLA MUÑOZ,SANTA ROSA,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
VILLA MUÑOZ,T. CAÑADA,EMPRESA SARMIENTO SRL,15934.44742343656,REGULAR
VILLA MUÑOZ,TANINGA,EMPRESA SARMIENTO SRL,20428.77874799559,REGULAR
VILLA MUÑOZ,TANTI,EMPRESA SARMIENTO SRL,2451.4534497594705,REGULAR
VILLA MUÑOZ,V POCHO,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
VILLA MUÑOZ,V. VISO,EMPRESA SARMIENTO SRL,21245.92989791541,REGULAR
VILLA MUÑOZ,VILLA DOLORES,EMPRESA SARMIENTO SRL,35341.787234032374,REGULAR
CRUZ DEL EJE,ALTO DE LOS QUEBRACHOS,EMPRESA SARMIENTO SRL,5924.345836918722,REGULAR
CRUZ DEL EJE,EL BARRIAL,EMPRESA SARMIENTO SRL,2655.741237239426,REGULAR
CRUZ DEL EJE,EL BRETE,EMPRESA SARMIENTO SRL,2451.4534497594705,REGULAR
CRUZ DEL EJE,LA PUERTA,EMPRESA SARMIENTO SRL,5107.194686998898,REGULAR
CRUZ DEL EJE,LAS PLAYAS,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
CRUZ DEL EJE,MEDIA NARANJA,EMPRESA SARMIENTO SRL,2655.741237239426,REGULAR
CRUZ DEL EJE,PALO PARADO,EMPRESA SARMIENTO SRL,3268.604599679294,REGULAR
CRUZ DEL EJE,POZO DEL SIMBOL,EMPRESA SARMIENTO SRL,5107.194686998898,REGULAR
CRUZ DEL EJE,PUESTO DEL GALLO,EMPRESA SARMIENTO SRL,3268.604599679294,REGULAR
EL BARRIAL,ALTO DE LOS QUEBRACHOS,EMPRESA SARMIENTO SRL,3268.604599679294,REGULAR
EL BARRIAL,LA PUERTA,EMPRESA SARMIENTO SRL,3268.604599679294,REGULAR
EL BARRIAL,MEDIA NARANJA,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
EL BARRIAL,PALO PARADO,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
EL BARRIAL,POZO DEL SIMBOL,EMPRESA SARMIENTO SRL,3268.604599679294,REGULAR
EL BARRIAL,PUESTO DEL GALLO,EMPRESA SARMIENTO SRL,2451.4534497594705,REGULAR
EL BRETE,ALTO DE LOS QUEBRACHOS,EMPRESA SARMIENTO SRL,4494.331324559029,REGULAR
EL BRETE,EL BARRIAL,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
EL BRETE,LA PUERTA,EMPRESA SARMIENTO SRL,3268.604599679294,REGULAR
EL BRETE,MEDIA NARANJA,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
EL BRETE,PALO PARADO,EMPRESA SARMIENTO SRL,2451.4534497594705,REGULAR
EL BRETE,POZO DEL SIMBOL,EMPRESA SARMIENTO SRL,3268.604599679294,REGULAR
EL BRETE,PUESTO DEL GALLO,EMPRESA SARMIENTO SRL,2451.4534497594705,REGULAR
LA PUERTA,ALTO DE LOS QUEBRACHOS,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
LA PUERTA,POZO DEL SIMBOL,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
LAS PLAYAS,ALTO DE LOS QUEBRACHOS,EMPRESA SARMIENTO SRL,5107.194686998898,REGULAR
LAS PLAYAS,EL BARRIAL,EMPRESA SARMIENTO SRL,2451.4534497594705,REGULAR
LAS PLAYAS,EL BRETE,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
LAS PLAYAS,LA PUERTA,EMPRESA SARMIENTO SRL,3472.8923871592506,REGULAR
LAS PLAYAS,MEDIA NARANJA,EMPRESA SARMIENTO SRL,2451.4534497594705,REGULAR
LAS PLAYAS,POZO DEL SIMBOL,EMPRESA SARMIENTO SRL,4494.331324559029,REGULAR
MEDIA NARANJA,ALTO DE LOS QUEBRACHOS,EMPRESA SARMIENTO SRL,3268.604599679294,REGULAR
MEDIA NARANJA,LA PUERTA,EMPRESA SARMIENTO SRL,2451.4534497594705,REGULAR
MEDIA NARANJA,PALO PARADO,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
MEDIA NARANJA,POZO DEL SIMBOL,EMPRESA SARMIENTO SRL,3268.604599679294,REGULAR
MEDIA NARANJA,PUESTO DEL GALLO,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
PALO PARADO,ALTO DE LOS QUEBRACHOS,EMPRESA SARMIENTO SRL,3268.604599679294,REGULAR
PALO PARADO,LA PUERTA,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
PALO PARADO,POZO DEL SIMBOL,EMPRESA SARMIENTO SRL,2655.741237239426,REGULAR
PALO PARADO,PUESTO DEL GALLO,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
POZO DEL SIMBOL,ALTO DE LOS QUEBRACHOS,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
PUESTO DEL GALLO,ALTO DE LOS QUEBRACHOS,EMPRESA SARMIENTO SRL,3268.604599679294,REGULAR
PUESTO DEL GALLO,LA PUERTA,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
PUESTO DEL GALLO,POZO DEL SIMBOL,EMPRESA SARMIENTO SRL,2451.4534497594705,REGULAR
CRUZ DEL EJE,CANTERAS QUILPO,EMPRESA SARMIENTO SRL,5107.194686998898,REGULAR
CRUZ DEL EJE,DIQUE C.DEL EJE,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
CRUZ DEL EJE,DIQUE NIVELADOR,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
CRUZ DEL EJE,EL VADO,EMPRESA SARMIENTO SRL,3268.604599679294,REGULAR
CRUZ DEL EJE,LA CUESTA,EMPRESA SARMIENTO SRL,4494.331324559029,REGULAR
CRUZ DEL EJE,LA ESTANCIA,EMPRESA SARMIENTO SRL,3268.604599679294,REGULAR
DIQUE C.DEL EJE,CANTERAS QUILPO,EMPRESA SARMIENTO SRL,3268.604599679294,REGULAR
DIQUE C.DEL EJE,EL VADO,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
DIQUE C.DEL EJE,LA CUESTA,EMPRESA SARMIENTO SRL,3268.604599679294,REGULAR
DIQUE C.DEL EJE,LA ESTANCIA,EMPRESA SARMIENTO SRL,2655.741237239426,REGULAR
DIQUE NIVELADOR,CANTERAS QUILPO,EMPRESA SARMIENTO SRL,3268.604599679294,REGULAR
DIQUE NIVELADOR,DIQUE C.DEL EJE,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
DIQUE NIVELADOR,EL VADO,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
DIQUE NIVELADOR,LA CUESTA,EMPRESA SARMIENTO SRL,3268.604599679294,REGULAR
DIQUE NIVELADOR,LA ESTANCIA,EMPRESA SARMIENTO SRL,3268.604599679294,REGULAR
EL VADO,LA CUESTA,EMPRESA SARMIENTO SRL,2655.741237239426,REGULAR
EL VADO,LA ESTANCIA,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
LA CUESTA,CANTERAS QUILPO,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
LA ESTANCIA,CANTERAS QUILPO,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
LA ESTANCIA,LA CUESTA,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
B. RETIRO,CAPILLA DEL MONTE,EMPRESA SARMIENTO SRL,2451.4534497594705,REGULAR
B. RETIRO,CHARBONIER,EMPRESA SARMIENTO SRL,3268.604599679294,REGULAR
B. RETIRO,CRUZ DEL EJE,EMPRESA SARMIENTO SRL,7150.072561798455,REGULAR
B. RETIRO,DOLORES,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
B. RETIRO,E. ONGAMIRA,EMPRESA SARMIENTO SRL,3268.604599679294,REGULAR
B. RETIRO,EL CARRIZAL,EMPRESA SARMIENTO SRL,3472.8923871592506,REGULAR
B. RETIRO,EL SALTO,EMPRESA SARMIENTO SRL,5107.194686998898,REGULAR
B. RETIRO,EMP. SAN MARCOS,EMPRESA SARMIENTO SRL,5924.345836918722,REGULAR
B. RETIRO,ESCOBAS,EMPRESA SARMIENTO SRL,3268.604599679294,REGULAR
B. RETIRO,RIO SECO,EMPRESA SARMIENTO SRL,3268.604599679294,REGULAR
B. RETIRO,SAN ESTEBAN,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
CAPILLA DEL MONTE,CHARBONIER,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
CAPILLA DEL MONTE,CRUZ DEL EJE,EMPRESA SARMIENTO SRL,5924.345836918722,REGULAR
CAPILLA DEL MONTE,E. ONGAMIRA,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
CAPILLA DEL MONTE,EL CARRIZAL,EMPRESA SARMIENTO SRL,2655.741237239426,REGULAR
CAPILLA DEL MONTE,EL SALTO,EMPRESA SARMIENTO SRL,3472.8923871592506,REGULAR
CAPILLA DEL MONTE,EMP. SAN MARCOS,EMPRESA SARMIENTO SRL,4494.331324559029,REGULAR
CAPILLA DEL MONTE,ESCOBAS,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
CAPILLA DEL MONTE,RIO SECO,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
CHARBONIER,CRUZ DEL EJE,EMPRESA SARMIENTO SRL,5107.194686998898,REGULAR
CHARBONIER,EL CARRIZAL,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
CHARBONIER,EL SALTO,EMPRESA SARMIENTO SRL,3268.604599679294,REGULAR
CHARBONIER,EMP. SAN MARCOS,EMPRESA SARMIENTO SRL,3268.604599679294,REGULAR
CHARBONIER,ESCOBAS,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
CRUZ CHICA,B. RETIRO,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
CRUZ CHICA,CAPILLA DEL MONTE,EMPRESA SARMIENTO SRL,3268.604599679294,REGULAR
CRUZ CHICA,CHARBONIER,EMPRESA SARMIENTO SRL,3472.8923871592506,REGULAR
CRUZ CHICA,CRUZ DEL EJE,EMPRESA SARMIENTO SRL,8171.511499198237,REGULAR
CRUZ CHICA,CRUZ GRANDE,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
CRUZ CHICA,DOLORES,EMPRESA SARMIENTO SRL,2451.4534497594705,REGULAR
CRUZ CHICA,E. ONGAMIRA,EMPRESA SARMIENTO SRL,3472.8923871592506,REGULAR
CRUZ CHICA,EL CARRIZAL,EMPRESA SARMIENTO SRL,5107.194686998898,REGULAR
CRUZ CHICA,EL SALTO,EMPRESA SARMIENTO SRL,5924.345836918722,REGULAR
CRUZ CHICA,EMP. SAN MARCOS,EMPRESA SARMIENTO SRL,6128.633624398678,REGULAR
CRUZ CHICA,ESCOBAS,EMPRESA SARMIENTO SRL,4085.7557495991186,REGULAR
CRUZ CHICA,LOS COCOS,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
CRUZ CHICA,RIO SECO,EMPRESA SARMIENTO SRL,3472.8923871592506,REGULAR
CRUZ CHICA,SAN ESTEBAN,EMPRESA SARMIENTO SRL,2451.4534497594705,REGULAR
CRUZ GRANDE,B. RETIRO,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
CRUZ GRANDE,CHARBONIER,EMPRESA SARMIENTO SRL,3472.8923871592506,REGULAR
CRUZ GRANDE,CRUZ DEL EJE,EMPRESA SARMIENTO SRL,7762.935924238323,REGULAR
CRUZ GRANDE,DOLORES,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
CRUZ GRANDE,E. ONGAMIRA,EMPRESA SARMIENTO SRL,3268.604599679294,REGULAR
CRUZ GRANDE,EL CARRIZAL,EMPRESA SARMIENTO SRL,4494.331324559029,REGULAR
CRUZ GRANDE,EL SALTO,EMPRESA SARMIENTO SRL,5924.345836918722,REGULAR
CRUZ GRANDE,EMP. SAN MARCOS,EMPRESA SARMIENTO SRL,5924.345836918722,REGULAR
CRUZ GRANDE,ESCOBAS,EMPRESA SARMIENTO SRL,3472.8923871592506,REGULAR
CRUZ GRANDE,LOS COCOS,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
CRUZ GRANDE,RIO SECO,EMPRESA SARMIENTO SRL,3268.604599679294,REGULAR
CRUZ GRANDE,SAN ESTEBAN,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
DOLORES,CAPILLA DEL MONTE,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
DOLORES,CHARBONIER,EMPRESA SARMIENTO SRL,2451.4534497594705,REGULAR
DOLORES,CRUZ DEL EJE,EMPRESA SARMIENTO SRL,6128.633624398678,REGULAR
DOLORES,E. ONGAMIRA,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
DOLORES,EL CARRIZAL,EMPRESA SARMIENTO SRL,3268.604599679294,REGULAR
DOLORES,EL SALTO,EMPRESA SARMIENTO SRL,4494.331324559029,REGULAR
DOLORES,EMP. SAN MARCOS,EMPRESA SARMIENTO SRL,5107.194686998898,REGULAR
DOLORES,ESCOBAS,EMPRESA SARMIENTO SRL,2655.741237239426,REGULAR
DOLORES,RIO SECO,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
E. ONGAMIRA,CHARBONIER,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
E. ONGAMIRA,CRUZ DEL EJE,EMPRESA SARMIENTO SRL,5107.194686998898,REGULAR
E. ONGAMIRA,EL CARRIZAL,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
E. ONGAMIRA,EL SALTO,EMPRESA SARMIENTO SRL,3268.604599679294,REGULAR
E. ONGAMIRA,EMP. SAN MARCOS,EMPRESA SARMIENTO SRL,3268.604599679294,REGULAR
E. ONGAMIRA,ESCOBAS,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
EL CARRIZAL,CRUZ DEL EJE,EMPRESA SARMIENTO SRL,3472.8923871592506,REGULAR
EL CARRIZAL,EL SALTO,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
EL CARRIZAL,EMP. SAN MARCOS,EMPRESA SARMIENTO SRL,2655.741237239426,REGULAR
EL SALTO,CRUZ DEL EJE,EMPRESA SARMIENTO SRL,2655.741237239426,REGULAR
EL SALTO,EMP. SAN MARCOS,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
ESCOBAS,CRUZ DEL EJE,EMPRESA SARMIENTO SRL,4494.331324559029,REGULAR
ESCOBAS,EL CARRIZAL,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
ESCOBAS,EL SALTO,EMPRESA SARMIENTO SRL,2655.741237239426,REGULAR
ESCOBAS,EMP. SAN MARCOS,EMPRESA SARMIENTO SRL,3268.604599679294,REGULAR
HUERTA GRANDE,B. RETIRO,EMPRESA SARMIENTO SRL,3268.604599679294,REGULAR
HUERTA GRANDE,CAPILLA DEL MONTE,EMPRESA SARMIENTO SRL,5107.194686998898,REGULAR
HUERTA GRANDE,CHARBONIER,EMPRESA SARMIENTO SRL,5107.194686998898,REGULAR
HUERTA GRANDE,CRUZ DEL EJE,EMPRESA SARMIENTO SRL,9397.238224077972,REGULAR
HUERTA GRANDE,CRUZ GRANDE,EMPRESA SARMIENTO SRL,3268.604599679294,REGULAR
HUERTA GRANDE,DOLORES,EMPRESA SARMIENTO SRL,3472.8923871592506,REGULAR
HUERTA GRANDE,E. ONGAMIRA,EMPRESA SARMIENTO SRL,5107.194686998898,REGULAR
HUERTA GRANDE,EL CARRIZAL,EMPRESA SARMIENTO SRL,6128.633624398678,REGULAR
HUERTA GRANDE,EL SALTO,EMPRESA SARMIENTO SRL,8171.511499198237,REGULAR
HUERTA GRANDE,EMP. SAN MARCOS,EMPRESA SARMIENTO SRL,8171.511499198237,REGULAR
HUERTA GRANDE,ESCOBAS,EMPRESA SARMIENTO SRL,5924.345836918722,REGULAR
HUERTA GRANDE,LA CUMBRE,EMPRESA SARMIENTO SRL,2451.4534497594705,REGULAR
HUERTA GRANDE,LOS COCOS,EMPRESA SARMIENTO SRL,3268.604599679294,REGULAR
HUERTA GRANDE,RIO SECO,EMPRESA SARMIENTO SRL,5107.194686998898,REGULAR
HUERTA GRANDE,SAN ESTEBAN,EMPRESA SARMIENTO SRL,3472.8923871592506,REGULAR
HUERTA GRANDE,SANTA CECILIA,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
HUERTA GRANDE,VILLA GIARDINO,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
LA CUMBRE,B. RETIRO,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
LA CUMBRE,CAPILLA DEL MONTE,EMPRESA SARMIENTO SRL,3268.604599679294,REGULAR
LA CUMBRE,CHARBONIER,EMPRESA SARMIENTO SRL,3472.8923871592506,REGULAR
LA CUMBRE,CRUZ CHICA,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
LA CUMBRE,CRUZ DEL EJE,EMPRESA SARMIENTO SRL,8171.511499198237,REGULAR
LA CUMBRE,CRUZ GRANDE,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
LA CUMBRE,DOLORES,EMPRESA SARMIENTO SRL,2655.741237239426,REGULAR
LA CUMBRE,E. ONGAMIRA,EMPRESA SARMIENTO SRL,3472.8923871592506,REGULAR
LA CUMBRE,EL CARRIZAL,EMPRESA SARMIENTO SRL,5107.194686998898,REGULAR
LA CUMBRE,EL SALTO,EMPRESA SARMIENTO SRL,6128.633624398678,REGULAR
LA CUMBRE,EMP. SAN MARCOS,EMPRESA SARMIENTO SRL,6128.633624398678,REGULAR
LA CUMBRE,ESCOBAS,EMPRESA SARMIENTO SRL,4085.7557495991186,REGULAR
LA CUMBRE,LOS COCOS,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
LA CUMBRE,RIO SECO,EMPRESA SARMIENTO SRL,3472.8923871592506,REGULAR
LA CUMBRE,SAN ESTEBAN,EMPRESA SARMIENTO SRL,2451.4534497594705,REGULAR
LA FALDA,B. RETIRO,EMPRESA SARMIENTO SRL,3472.8923871592506,REGULAR
LA FALDA,CAPILLA DEL MONTE,EMPRESA SARMIENTO SRL,5107.194686998898,REGULAR
LA FALDA,CHARBONIER,EMPRESA SARMIENTO SRL,5924.345836918722,REGULAR
LA FALDA,CRUZ CHICA,EMPRESA SARMIENTO SRL,3268.604599679294,REGULAR
LA FALDA,CRUZ DEL EJE,EMPRESA SARMIENTO SRL,10010.10158651784,REGULAR
LA FALDA,CRUZ GRANDE,EMPRESA SARMIENTO SRL,3472.8923871592506,REGULAR
LA FALDA,DOLORES,EMPRESA SARMIENTO SRL,5107.194686998898,REGULAR
LA FALDA,E. ONGAMIRA,EMPRESA SARMIENTO SRL,5924.345836918722,REGULAR
LA FALDA,EL CARRIZAL,EMPRESA SARMIENTO SRL,7150.072561798455,REGULAR
LA FALDA,EL SALTO,EMPRESA SARMIENTO SRL,8171.511499198237,REGULAR
LA FALDA,EMP. SAN MARCOS,EMPRESA SARMIENTO SRL,8580.08707415815,REGULAR
LA FALDA,ESCOBAS,EMPRESA SARMIENTO SRL,6128.633624398678,REGULAR
LA FALDA,HUERTA GRANDE,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
LA FALDA,LA CUMBRE,EMPRESA SARMIENTO SRL,3268.604599679294,REGULAR
LA FALDA,LOS COCOS,EMPRESA SARMIENTO SRL,3472.8923871592506,REGULAR
LA FALDA,RIO SECO,EMPRESA SARMIENTO SRL,5924.345836918722,REGULAR
LA FALDA,SAN ESTEBAN,EMPRESA SARMIENTO SRL,4494.331324559029,REGULAR
LA FALDA,SANTA CECILIA,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
LA FALDA,VILLA GIARDINO,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
LOS COCOS,B. RETIRO,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
LOS COCOS,CAPILLA DEL MONTE,EMPRESA SARMIENTO SRL,2451.4534497594705,REGULAR
LOS COCOS,CHARBONIER,EMPRESA SARMIENTO SRL,3268.604599679294,REGULAR
LOS COCOS,CRUZ DEL EJE,EMPRESA SARMIENTO SRL,7150.072561798455,REGULAR
LOS COCOS,DOLORES,EMPRESA SARMIENTO SRL,1838.5900873196028,REGULAR
LOS COCOS,E. ONGAMIRA,EMPRESA SARMIENTO SRL,3268.604599679294,REGULAR
LOS COCOS,EL CARRIZAL,EMPRESA SARMIENTO SRL,4085.7557495991186,REGULAR
LOS COCOS,EL SALTO,EMPRESA SARMIENTO SRL,5107.194686998898,REGULAR
LOS COCOS,EMP. SAN MARCOS,EMPRESA SARMIENTO SRL,5924.345836918722,REGULAR
LOS COCOS,ESCOBAS,EMPRESA SARMIENTO SRL,3268.604599679294,REGULAR
LOS COCOS,RIO SECO,EMPRESA SARMIENTO SRL,3268.604599679294,REGULAR
